month,weekday,hour,energy
5,6,8,796.1779825927877
5,6,9,606.4052853605104
5,6,10,398.6070140520237
5,6,11,261.1910852174125
5,6,12,292.8750694992137
5,6,13,471.8060980061198
5,6,14,475.3725454041809
5,6,15,441.9584251410291
5,6,16,361.3202635387926
5,6,17,230.06976073129866
5,6,18,542.5392150438116
5,6,19,409.5887821802044
5,6,20,291.4501972629881
5,6,21,182.7966000729225
5,6,22,161.76511928473565
5,6,23,136.8095754141761
6,0,0,149.60933004522565
6,0,1,128.74729057180025
6,0,2,147.27611488864997
6,0,3,137.6328914123709
6,0,4,149.34665792013465
6,0,5,148.55571830200026
6,0,6,282.7227089474732
6,0,7,459.5537194742009
6,0,8,516.8409299662212
6,0,9,513.6778565458197
6,0,10,651.6617305780942
6,0,11,533.509962556537
6,0,12,775.6829787909396
6,0,13,660.9129790247341
6,0,14,530.8683590709187
6,0,15,523.48764786451
6,0,16,654.0437841651736
6,0,17,935.2851902747636
6,0,18,714.713357111734
6,0,19,276.51077972112773
6,0,20,285.7261500247948
6,0,21,166.89921167883074
6,0,22,129.25778034440623
6,0,23,138.14017389782026
6,1,0,120.25651849490909
6,1,1,133.07352718884144
6,1,2,119.46213403632079
6,1,3,134.30626449699153
6,1,4,118.77235123247414
6,1,5,280.000750621532
6,1,6,423.3603325505185
6,1,7,446.4003793342979
6,1,8,458.0479544355158
6,1,9,501.9835085191226
6,1,10,556.0613999642696
6,1,11,562.7396255367406
6,1,12,581.01042141527
6,1,13,576.5126107222986
6,1,14,512.0397563094198
6,1,15,426.347789884414
6,1,16,470.37866914606064
6,1,17,772.7469339809311
6,1,18,583.9444368191238
6,1,19,518.6984699433073
6,1,20,286.2110031321446
6,1,21,184.1729573446708
6,1,22,174.91936895718882
6,1,23,121.01986288866993
6,2,0,138.6956044166168
6,2,1,127.80885023552258
6,2,2,137.74378460059967
6,2,3,145.93227742280456
6,2,4,139.7571525681114
6,2,5,250.2342490323154
6,2,6,484.7681827877485
6,2,7,463.351544480784
6,2,8,601.5299069667456
6,2,9,611.1985075175927
6,2,10,887.9824295092905
6,2,11,705.7651146384253
6,2,12,502.50347658831436
6,2,13,574.493177324332
6,2,14,520.5668425402042
6,2,15,587.7158904403909
6,2,16,817.1937348149288
6,2,17,616.2690344257942
6,2,18,654.1662045613266
6,2,19,352.90011688085804
6,2,20,251.68694747695793
6,2,21,207.84937406787273
6,2,22,166.81915707585677
6,2,23,168.2337237354472
6,3,0,141.10849860197757
6,3,1,140.72419825869957
6,3,2,118.51595279650996
6,3,3,159.89375782300277
6,3,4,128.8727255722382
6,3,5,272.849847341681
6,3,6,457.6729368752285
6,3,7,521.0450910392644
6,3,8,443.279177443545
6,3,9,850.1778022189711
6,3,10,633.6503575290301
6,3,11,758.3429715540351
6,3,12,657.4099230957922
6,3,13,555.4970708095202
6,3,14,557.2291685160819
6,3,15,578.5507625475486
6,3,16,688.8196698399507
6,3,17,1077.9809764327204
6,3,18,1066.9289009690417
6,3,19,870.2955784135348
6,3,20,255.00034207396934
6,3,21,252.80710393232818
6,3,22,150.3653401305843
6,3,23,152.3739021797665
6,4,0,122.85702377401827
6,4,1,127.49217909164742
6,4,2,134.2667616732243
6,4,3,126.56292286898106
6,4,4,147.6766892676712
6,4,5,198.6641065612576
6,4,6,295.5173433107078
6,4,7,443.5171536164878
6,4,8,496.4583319320295
6,4,9,480.7967341525102
6,4,10,498.80577956282195
6,4,11,670.8471409577551
6,4,12,1140.973853879248
6,4,13,767.3593134722064
6,4,14,655.3851356413116
6,4,15,544.6622474274642
6,4,16,903.572915986053
6,4,17,453.21775037445354
6,4,18,749.0234605345803
6,4,19,455.6041731764911
6,4,20,242.76764828815118
6,4,21,213.73864466679817
6,4,22,141.90233166597596
6,4,23,156.14881884420748
6,5,0,126.22647190607945
6,5,1,142.65861135720937
6,5,2,132.99769411795307
6,5,3,138.1993985702278
6,5,4,121.59778672255095
6,5,5,162.6252319037803
6,5,6,301.67279178799856
6,5,7,348.5626864910392
6,5,8,739.6328879857454
6,5,9,658.177029864078
6,5,10,951.7252697122254
6,5,11,507.9265480007466
6,5,12,740.4636474783172
6,5,13,477.2913556028521
6,5,14,476.67050790724966
6,5,15,662.7214835917208
6,5,16,459.46621178385624
6,5,17,343.3544530850315
6,5,18,443.60452314501254
6,5,19,398.5377972134887
6,5,20,183.87086106470733
6,5,21,191.6890656788938
6,5,22,150.31248019536605
6,5,23,127.45847608075817
6,6,0,118.65615729080452
6,6,1,134.6129461334137
6,6,2,131.57282208534997
6,6,3,129.46554011626756
6,6,4,120.70139295287231
6,6,5,138.11386540559275
6,6,6,251.79399756432235
6,6,7,523.5140552550201
6,6,8,568.3227656481907
6,6,9,467.47717257847785
6,6,10,426.18697094148206
6,6,11,413.1104042117447
6,6,12,410.8546692997675
6,6,13,488.7500422425312
6,6,14,534.7392040218335
6,6,15,691.4579126866656
6,6,16,825.702357561885
6,6,17,472.2171452668249
6,6,18,558.8115864675253
6,6,19,539.645438827223
6,6,20,260.66343054677367
6,6,21,222.73369664024625
6,6,22,148.95393472044407
6,6,23,150.14723781109717
7,0,0,119.9478189130285
7,0,1,133.8172263546427
7,0,2,130.22341744723542
7,0,3,140.12507491444998
7,0,4,191.0952542518885
7,0,5,264.74747125879423
7,0,6,442.2412003763385
7,0,7,612.452377606452
7,0,8,432.8716799294906
7,0,9,430.1834268439346
7,0,10,446.1302201351026
7,0,11,834.8547310990205
7,0,12,1003.288689585276
7,0,13,564.2426933343431
7,0,14,540.9087239054529
7,0,15,722.2326139902722
7,0,16,556.0060408412347
7,0,17,548.5046756506147
7,0,18,670.0257547042286
7,0,19,512.8703065721342
7,0,20,177.7357357842903
7,0,21,155.3215865243543
7,0,22,163.65717988295535
7,0,23,136.76760742547856
7,1,0,140.22466830202012
7,1,1,124.74885844468554
7,1,2,142.37436440216135
7,1,3,122.26375295023303
7,1,4,129.8381091712681
7,1,5,404.5862809553395
7,1,6,683.7312619147663
7,1,7,603.4640661131588
7,1,8,587.8640049870774
7,1,9,584.1623031659456
7,1,10,610.1851241696461
7,1,11,767.2484119277486
7,1,12,782.6903668715155
7,1,13,729.4611247458683
7,1,14,498.7831392875752
7,1,15,562.6260179830367
7,1,16,1114.3302138614886
7,1,17,1434.1400302812294
7,1,18,936.8982370905441
7,1,19,707.8974174023601
7,1,20,236.2822047840853
7,1,21,175.28973805638304
7,1,22,169.19067861760334
7,1,23,161.70156013218622
7,2,0,136.3331444507498
7,2,1,133.59460004642065
7,2,2,125.02190048861337
7,2,3,138.52715292208688
7,2,4,170.70676712892697
7,2,5,192.4074041368827
7,2,6,305.51431873261197
7,2,7,721.230795986128
7,2,8,1474.8475358971182
7,2,9,1692.0204376146473
